Date,Open,High,Low,Close,Volume,Currency
2005-01-19,6.65,6.745,6.605,6.625,9257,USD
2005-01-20,6.62,6.64,6.47,6.558,11443,USD
2005-01-21,6.565,6.83,6.55,6.812,18683,USD
2005-01-24,6.805,6.89,6.79,6.86,11313,USD
2005-01-25,6.855,6.87,6.68,6.685,13788,USD
2005-01-26,6.7,6.85,6.695,6.805,1,USD
2005-01-27,6.805,6.835,6.725,6.82,10336,USD
2005-01-28,6.82,6.88,6.75,6.795,11423,USD
2005-01-31,6.785,6.79,6.62,6.747,15136,USD
2005-02-01,6.755,6.78,6.68,6.73,8882,USD
2005-02-02,6.735,6.82,6.72,6.75,10309,USD
2005-02-03,6.75,6.78,6.59,6.677,12199,USD
2005-02-04,6.675,6.71,6.605,6.635,7565,USD
2005-02-07,6.63,6.7,6.54,6.555,12409,USD
2005-02-08,6.56,6.6,6.49,6.557,14302,USD
2005-02-09,6.555,6.61,6.495,6.59,12628,USD
2005-02-10,6.6,6.98,6.57,6.965,32050,USD
2005-02-11,6.96,7.24,6.945,7.21,31652,USD
2005-02-14,7.195,7.35,7.195,7.34,20569,USD
2005-02-15,7.34,7.405,7.21,7.36,25507,USD
2005-02-16,7.335,7.36,7.115,7.255,22660,USD
2005-02-17,7.27,7.43,7.175,7.37,18627,USD
2005-02-18,7.35,7.455,7.32,7.417,13424,USD
2005-02-22,7.39,7.57,7.365,7.52,22798,USD
2005-02-23,7.53,7.56,7.275,7.443,29180,USD
2005-02-24,7.43,7.495,7.285,7.383,36097,USD
2005-02-25,7.42,7.42,7.23,7.337,25059,USD
2005-02-28,7.365,7.495,7.32,7.395,16876,USD
2005-03-01,7.39,7.39,7.21,7.265,14041,USD
2005-03-02,7.27,7.38,7.1,7.343,15122,USD
2005-03-03,7.335,7.38,7.24,7.265,13153,USD
2005-03-04,7.26,7.435,7.19,7.385,17192,USD
2005-03-07,7.385,7.465,7.34,7.395,7750,USD
2005-03-08,7.4,7.61,7.395,7.538,15706,USD
2005-03-09,7.54,7.68,7.46,7.64,15382,USD
2005-03-10,7.645,7.67,7.495,7.527,14527,USD
2005-03-11,7.54,7.62,7.43,7.57,22602,USD
2005-03-14,7.55,7.565,7.375,7.41,15889,USD
2005-03-15,7.41,7.53,7.3,7.407,15760,USD
2005-03-16,7.4,7.485,7.39,7.452,11974,USD
2005-03-17,7.452,7.495,7.34,7.407,13469,USD
2005-03-18,7.42,7.42,7.285,7.397,13579,USD
2005-03-21,7.385,7.39,7.065,7.112,22391,USD
2005-03-22,7.12,7.165,7.05,7.078,11498,USD
2005-03-23,7.085,7.1,6.91,6.985,18824,USD
2005-03-24,6.975,7.02,6.915,6.938,13211,USD
2005-03-28,6.945,6.965,6.83,6.91,16257,USD
2005-03-29,6.915,7.02,6.9,6.982,9292,USD
2005-03-30,6.985,7.17,6.97,7.147,16738,USD
2005-03-31,7.145,7.225,7.11,7.18,14257,USD
2005-04-01,7.185,7.19,6.955,7.0,18145,USD
2005-04-04,7.02,7.045,6.92,7.024,9507,USD
2005-04-05,7.035,7.095,6.96,7.043,8571,USD
2005-04-06,7.04,7.155,7.03,7.12,11009,USD
2005-04-07,7.12,7.175,7.06,7.075,9239,USD
2005-04-08,7.07,7.17,7.015,7.165,11805,USD
2005-04-11,7.16,7.3,7.135,7.255,14608,USD
2005-04-12,7.255,7.31,7.1,7.155,12994,USD
2005-04-13,7.15,7.27,7.07,7.225,17064,USD
2005-04-14,7.22,7.23,7.01,7.06,16290,USD
2005-04-15,7.04,7.095,6.98,7.022,12329,USD
2005-04-18,7.01,7.09,6.95,7.045,10849,USD
2005-04-19,7.045,7.265,7.01,7.25,20576,USD
2005-04-20,7.23,7.36,7.2,7.337,17951,USD
2005-04-21,7.335,7.345,7.19,7.217,19875,USD
2005-04-22,7.215,7.335,7.21,7.275,11455,USD
2005-04-25,7.275,7.3,7.205,7.26,12136,USD
2005-04-26,7.25,7.32,7.21,7.255,29634,USD
2005-04-27,7.25,7.26,7.085,7.135,23717,USD
2005-04-28,7.19,7.195,6.91,6.948,37673,USD
2005-04-29,6.965,7.06,6.9,6.94,30152,USD
2005-05-02,6.97,6.995,6.81,6.875,21304,USD
2005-05-03,6.875,6.915,6.82,6.883,12694,USD
2005-05-04,6.88,7.05,6.865,7.013,17056,USD
2005-05-05,7.03,7.1,6.985,7.063,19884,USD
2005-05-06,7.06,7.09,6.9,6.965,19042,USD
2005-05-09,6.95,7.12,6.945,7.08,15507,USD
2005-05-10,7.08,7.175,7.04,7.115,13712,USD
2005-05-11,7.115,7.135,7.005,7.095,14126,USD
2005-05-12,7.085,7.09,6.93,6.965,14262,USD
2005-05-13,6.965,6.98,6.88,6.94,9273,USD
2005-05-16,6.95,6.99,6.895,6.958,9485,USD
2005-05-17,6.965,7.085,6.95,7.045,13678,USD
2005-05-18,7.04,7.235,7.03,7.205,23174,USD
2005-05-19,7.205,7.245,7.11,7.14,11730,USD
2005-05-20,7.135,7.16,6.945,6.955,20492,USD
2005-05-23,6.965,7.035,6.95,6.97,8222,USD
2005-05-24,6.97,7.115,6.96,7.003,11012,USD
2005-05-25,7.01,7.155,7.0,7.138,18518,USD
2005-05-26,7.14,7.24,7.045,7.162,19437,USD
2005-05-27,7.165,7.315,7.12,7.31,26597,USD
2005-05-31,7.24,7.5,7.14,7.452,42252,USD
2005-06-01,7.425,7.61,7.39,7.52,38286,USD
2005-06-02,7.5,7.63,7.47,7.545,20364,USD
2005-06-03,7.545,7.615,7.49,7.51,17456,USD
2005-06-06,7.48,7.62,7.465,7.54,15884,USD
2005-06-07,7.54,7.565,7.42,7.445,17111,USD
2005-06-08,7.455,7.53,7.41,7.475,12585,USD
2005-06-09,7.43,7.45,7.21,7.27,36870,USD
2005-06-10,7.27,7.31,7.155,7.288,17426,USD
2005-06-13,7.295,7.33,7.195,7.265,7988,USD
2005-06-14,7.27,7.315,7.24,7.28,11761,USD
2005-06-15,7.28,7.4,7.27,7.33,13546,USD
2005-06-16,7.33,7.445,7.32,7.37,16443,USD
2005-06-17,7.37,7.44,7.32,7.335,14288,USD
2005-06-20,7.335,7.48,7.265,7.302,19527,USD
2005-06-21,7.3,7.31,7.17,7.292,23633,USD
2005-06-22,7.295,7.32,7.195,7.258,11203,USD
2005-06-23,7.26,7.32,7.19,7.273,26491,USD
2005-06-24,7.275,7.34,7.23,7.28,21018,USD
2005-06-27,7.28,7.3,7.215,7.242,20660,USD
2005-06-28,7.23,7.24,7.09,7.096,12589,USD
2005-06-29,7.135,7.15,7.06,7.105,31136,USD
2005-06-30,7.115,7.2,7.035,7.075,24356,USD
2005-07-01,7.095,7.095,6.85,6.895,35971,USD
2005-07-05,6.93,6.95,6.86,6.87,17229,USD
2005-07-06,6.91,6.995,6.9,6.955,12983,USD
2005-07-07,6.97,7.09,6.96,6.985,14393,USD
2005-07-08,7.0,7.07,6.94,7.03,12963,USD
2005-07-11,7.055,7.13,7.05,7.105,8917,USD
2005-07-12,7.105,7.18,7.04,7.085,1,USD
2005-07-13,7.08,7.125,7.05,7.07,9633,USD
2005-07-14,7.06,7.12,6.955,6.995,19266,USD
2005-07-15,6.995,7.055,6.965,6.99,10351,USD
2005-07-18,7.0,7.055,6.985,7.005,7364,USD
2005-07-19,7.005,7.05,6.95,6.985,11116,USD
2005-07-20,6.985,7.11,6.975,7.068,15152,USD
2005-07-21,7.075,7.215,7.075,7.135,18850,USD
2005-07-22,7.14,7.185,7.09,7.115,9649,USD
2005-07-25,7.105,7.155,7.095,7.14,7119,USD
2005-07-26,7.14,7.145,7.01,7.018,15684,USD
2005-07-27,7.02,7.075,6.965,7.04,13129,USD
2005-07-28,7.055,7.23,7.05,7.2,19586,USD
2005-07-29,7.19,7.27,7.15,7.262,23774,USD
2005-08-01,7.25,7.33,7.245,7.305,16252,USD
2005-08-02,7.3,7.32,7.245,7.262,17587,USD
2005-08-03,7.27,7.33,7.235,7.307,11795,USD
2005-08-04,7.295,7.315,7.18,7.252,16848,USD
2005-08-05,7.25,7.265,7.14,7.158,16890,USD
2005-08-08,7.145,7.175,6.98,7.015,19531,USD
2005-08-09,7.02,7.05,6.96,7.035,16277,USD
2005-08-10,7.035,7.105,7.035,7.078,10862,USD
2005-08-11,7.085,7.22,7.085,7.183,23530,USD
2005-08-12,7.19,7.255,7.065,7.09,15845,USD
2005-08-15,7.095,7.125,6.925,6.965,23832,USD
2005-08-16,6.97,7.055,6.95,7.043,10203,USD
2005-08-17,7.04,7.055,6.95,6.993,12589,USD
2005-08-18,6.995,7.035,6.955,6.998,10963,USD
2005-08-19,7.005,7.03,6.955,7.008,10489,USD
2005-08-22,7.0,7.1,6.975,7.06,15270,USD
2005-08-23,7.06,7.095,6.945,6.968,21110,USD
2005-08-24,6.975,7.02,6.88,6.922,30082,USD
2005-08-25,6.93,6.965,6.79,6.832,27629,USD
2005-08-26,6.835,6.865,6.72,6.742,21726,USD
2005-08-29,6.755,6.81,6.725,6.73,19598,USD
2005-08-30,6.8,6.825,6.705,6.765,32960,USD
2005-08-31,6.78,6.865,6.76,6.855,15717,USD
2005-09-01,6.855,7.07,6.855,7.038,32726,USD
2005-09-02,7.04,7.125,7.005,7.055,15211,USD
2005-09-06,7.1,7.14,7.04,7.098,13777,USD
2005-09-07,7.1,7.155,7.075,7.118,10610,USD
2005-09-08,7.11,7.17,7.01,7.028,18056,USD
2005-09-09,7.025,7.095,7.0,7.065,8560,USD
2005-09-12,7.075,7.14,7.01,7.06,9537,USD
2005-09-13,7.055,7.085,6.91,7.005,14529,USD
2005-09-14,7.01,7.07,6.995,7.045,8870,USD
2005-09-15,7.045,7.14,6.985,7.078,25517,USD
2005-09-16,7.08,7.32,7.07,7.288,42853,USD
2005-09-19,7.29,7.5,7.265,7.398,40409,USD
2005-09-20,7.4,7.465,7.33,7.375,23508,USD
2005-09-21,7.375,7.45,7.32,7.415,17027,USD
2005-09-22,7.4,7.525,7.355,7.415,23599,USD
2005-09-23,7.41,7.425,7.28,7.335,16536,USD
2005-09-26,7.33,7.415,7.235,7.365,20535,USD
2005-09-27,7.375,7.4,7.24,7.328,16471,USD
2005-09-28,7.325,7.435,7.295,7.403,16843,USD
2005-09-29,7.41,7.57,7.39,7.555,29391,USD
2005-09-30,7.55,7.645,7.49,7.512,26707,USD
2005-10-03,7.48,7.495,7.4,7.455,16761,USD
2005-10-04,7.455,7.51,7.39,7.425,14476,USD
2005-10-05,7.42,7.485,7.36,7.478,15977,USD
2005-10-06,7.475,7.63,7.42,7.595,22420,USD
2005-10-07,7.6,7.785,7.58,7.77,25910,USD
2005-10-10,7.775,7.89,7.745,7.845,18852,USD
2005-10-11,7.84,7.955,7.78,7.875,20455,USD
2005-10-12,7.87,7.925,7.8,7.838,20280,USD
2005-10-13,7.83,7.83,7.695,7.735,22014,USD
2005-10-14,7.74,7.89,7.64,7.862,21829,USD
2005-10-17,7.84,7.925,7.835,7.875,16719,USD
2005-10-18,7.85,7.89,7.785,7.835,13742,USD
2005-10-19,7.83,7.835,7.61,7.64,22741,USD
2005-10-20,7.65,7.705,7.53,7.655,19301,USD
2005-10-21,7.655,7.7,7.57,7.695,16088,USD
2005-10-24,7.69,7.76,7.64,7.708,12005,USD
2005-10-25,7.695,7.87,7.685,7.825,16404,USD
2005-10-26,7.825,7.925,7.82,7.863,15047,USD
2005-10-27,7.86,7.945,7.805,7.84,14300,USD
2005-10-28,7.86,7.885,7.72,7.82,18849,USD
2005-10-31,7.835,7.845,7.575,7.58,26460,USD
2005-11-01,7.59,7.62,7.41,7.47,27989,USD
2005-11-02,7.49,7.58,7.43,7.56,12618,USD
2005-11-03,7.55,7.63,7.515,7.623,13572,USD
2005-11-04,7.62,7.7,7.475,7.573,22631,USD
2005-11-07,7.565,7.61,7.45,7.605,17920,USD
2005-11-08,7.61,7.68,7.54,7.625,19922,USD
2005-11-09,7.625,7.74,7.625,7.678,21143,USD
2005-11-10,7.68,7.79,7.67,7.705,16702,USD
2005-11-11,7.715,7.79,7.685,7.76,15016,USD
2005-11-14,7.78,7.86,7.77,7.782,16434,USD
2005-11-15,7.775,7.84,7.7,7.787,20805,USD
2005-11-16,7.79,8.025,7.765,8.002,37547,USD
2005-11-17,8.01,8.14,8.0,8.102,29413,USD
2005-11-18,8.11,8.18,8.035,8.067,20450,USD
2005-11-21,8.05,8.17,8.035,8.133,30539,USD
2005-11-22,8.14,8.225,8.08,8.17,38126,USD
2005-11-23,8.175,8.21,8.035,8.13,26385,USD
2005-11-28,8.155,8.375,8.155,8.353,23826,USD
2005-11-29,8.46,8.475,8.335,8.405,28692,USD
2005-11-30,8.395,8.41,8.275,8.385,17372,USD
2005-12-01,8.38,8.62,8.29,8.602,25305,USD
2005-12-02,8.61,8.72,8.545,8.647,16351,USD
2005-12-05,8.65,8.745,8.63,8.735,13883,USD
2005-12-06,8.73,8.85,8.6,8.792,19598,USD
2005-12-07,8.795,8.985,8.775,8.877,21869,USD
2005-12-08,8.875,9.0,8.785,8.99,17695,USD
2005-12-09,9.0,9.14,8.985,9.095,19273,USD
2005-12-12,9.09,9.345,8.73,8.882,34517,USD
2005-12-13,8.91,8.95,8.515,8.585,34012,USD
2005-12-14,8.595,8.64,8.42,8.465,23880,USD
2005-12-15,8.465,8.72,8.38,8.635,20733,USD
2005-12-16,8.63,8.725,8.52,8.6,15186,USD
2005-12-19,8.62,8.75,8.535,8.645,10898,USD
2005-12-20,8.645,8.71,8.35,8.395,18858,USD
2005-12-21,8.385,8.45,8.29,8.435,18858,USD
2005-12-22,8.43,8.6,8.43,8.578,10008,USD
2005-12-23,8.555,8.695,8.555,8.66,8311,USD
2005-12-27,8.67,8.82,8.67,8.812,9628,USD
2005-12-28,8.815,9.015,8.785,8.935,16192,USD
2005-12-29,8.925,9.03,8.74,8.882,14387,USD
2005-12-30,8.885,8.99,8.83,8.91,8851,USD
2006-01-03,8.91,9.18,8.91,9.16,19910,USD
2006-01-04,9.165,9.305,9.01,9.17,24137,USD
2006-01-05,9.19,9.215,8.76,8.872,27618,USD
2006-01-06,8.865,9.19,8.785,9.173,22590,USD
2006-01-09,9.18,9.295,9.015,9.283,21222,USD
2006-01-10,9.29,9.305,8.915,9.015,23025,USD
2006-01-11,9.03,9.115,8.855,9.065,214416,USD
2006-01-12,9.085,9.11,8.93,9.06,13997,USD
2006-01-13,9.065,9.27,8.97,9.16,15661,USD
2006-01-17,9.24,9.355,9.035,9.073,17756,USD
2006-01-18,9.065,9.125,8.79,8.873,23723,USD
2006-01-19,8.84,9.12,8.8,9.108,17154,USD
2006-01-20,9.11,9.275,8.85,8.93,31963,USD
2006-01-23,8.92,9.08,8.855,9.073,19131,USD
2006-01-24,9.07,9.26,8.945,9.228,29554,USD
2006-01-25,9.24,9.54,9.21,9.51,28547,USD
2006-01-26,9.51,9.665,9.43,9.605,27839,USD
2006-01-27,9.605,9.8,9.55,9.605,27200,USD
2006-01-30,9.6,9.81,9.575,9.775,16791,USD
2006-01-31,9.795,9.95,9.78,9.885,22272,USD
2006-02-01,9.875,9.88,9.68,9.795,25512,USD
2006-02-02,9.795,9.945,9.73,9.877,20656,USD
2006-02-03,9.86,9.92,9.695,9.76,19604,USD
2006-02-06,9.77,9.89,9.72,9.758,13478,USD
2006-02-07,9.755,9.8,9.365,9.41,31783,USD
2006-02-08,9.4,9.5,9.275,9.44,23811,USD
2006-02-09,9.44,9.67,9.425,9.66,18369,USD
2006-02-10,9.65,9.715,9.28,9.38,28660,USD
2006-02-13,9.395,9.47,9.085,9.118,26376,USD
2006-02-14,9.1,9.34,9.055,9.315,20453,USD
2006-02-15,9.325,9.405,9.07,9.215,25136,USD
2006-02-16,9.195,9.38,9.1,9.37,22752,USD
2006-02-17,9.365,9.505,9.345,9.42,25297,USD
2006-02-21,9.49,9.575,9.47,9.545,19524,USD
2006-02-22,9.555,9.635,9.425,9.575,30013,USD
2006-02-23,9.575,9.61,9.45,9.467,220,USD
2006-02-24,9.58,9.86,9.55,9.825,24262,USD
2006-02-27,9.8,9.815,9.61,9.695,25393,USD
2006-02-28,9.695,9.845,9.65,9.805,16136,USD
2006-03-01,9.8,9.88,9.745,9.79,17660,USD
2006-03-02,9.78,10.225,9.76,10.208,29882,USD
2006-03-03,10.195,10.33,10.12,10.235,19758,USD
2006-03-06,10.22,10.295,9.92,10.025,23169,USD
2006-03-07,10.035,10.12,9.97,10.107,19848,USD
2006-03-08,10.09,10.12,9.67,9.845,28176,USD
2006-03-09,9.825,10.09,9.765,9.97,22064,USD
2006-03-10,9.97,10.0,9.75,9.96,17351,USD
2006-03-13,9.975,10.17,9.925,10.157,11399,USD
2006-03-14,10.16,10.26,10.075,10.245,12489,USD
2006-03-15,10.245,10.395,10.215,10.35,19109,USD
2006-03-16,10.35,10.385,10.13,10.342,21386,USD
2006-03-17,10.35,10.46,10.3,10.365,14445,USD
2006-03-20,10.365,10.435,10.26,10.362,11636,USD
2006-03-21,10.35,10.58,10.155,10.565,32305,USD
2006-03-22,10.54,10.6,10.475,10.495,15631,USD
2006-03-23,10.51,10.7,10.41,10.69,22925,USD
2006-03-24,10.685,10.77,10.645,10.735,16983,USD
2006-03-27,10.77,10.94,10.755,10.895,20324,USD
2006-03-28,10.88,10.94,10.79,10.87,17807,USD
2006-03-29,10.86,11.13,10.745,11.115,21971,USD
2006-03-30,11.1,11.715,11.1,11.66,41958,USD
2006-03-31,11.67,11.94,11.375,11.52,34938,USD
2006-04-03,11.505,11.815,11.47,11.765,22667,USD
2006-04-04,11.76,11.81,11.645,11.73,15781,USD
2006-04-05,11.71,11.79,11.555,11.705,20478,USD
2006-04-06,11.7,12.08,11.69,12.045,23792,USD
2006-04-07,12.045,12.195,11.94,12.07,26901,USD
2006-04-10,12.07,12.61,12.065,12.56,26084,USD
2006-04-11,12.58,13.01,12.48,12.6,38211,USD
2006-04-12,12.6,12.79,12.43,12.663,25337,USD
2006-04-13,12.67,12.9,12.51,12.855,19361,USD
2006-04-17,12.95,13.38,12.94,13.365,27139,USD
2006-04-18,13.365,13.82,13.33,13.785,33905,USD
2006-04-19,13.815,14.575,13.81,14.522,43394,USD
2006-04-20,14.555,14.69,12.2,12.525,58457,USD
2006-04-21,12.395,13.03,11.6,12.965,42177,USD
2006-04-24,13.2,13.32,11.7,11.775,30601,USD
2006-04-25,11.795,12.65,11.69,12.56,28157,USD
2006-04-26,12.55,12.9,12.35,12.815,29501,USD
2006-04-27,12.98,13.25,12.315,12.59,30983,USD
2006-04-28,12.6,14.0,12.54,13.63,34365,USD
2006-05-01,13.78,14.13,13.55,13.965,18704,USD
2006-05-02,13.97,14.26,13.745,14.21,25358,USD
2006-05-03,14.195,14.52,13.2,13.795,28980,USD
2006-05-04,13.79,14.23,13.485,13.825,22238,USD
2006-05-05,13.82,14.14,13.67,13.89,13242,USD
2006-05-08,13.97,14.11,13.44,13.77,19969,USD
2006-05-09,13.79,14.53,13.655,14.465,26034,USD
2006-05-10,14.46,14.58,14.0,14.28,18988,USD
2006-05-11,14.285,15.2,14.15,14.935,31413,USD
2006-05-12,14.91,15.025,14.1,14.235,24638,USD
2006-05-15,14.36,14.46,13.05,13.335,20367,USD
2006-05-16,13.28,13.57,12.82,13.54,22881,USD
2006-05-17,13.565,13.98,12.82,13.24,22881,USD
2006-05-18,13.17,13.28,12.5,12.52,19899,USD
2006-05-19,12.525,12.79,12.08,12.36,23134,USD
2006-05-22,12.5,12.52,11.88,12.43,14669,USD
2006-05-23,12.43,13.195,12.205,13.17,20603,USD
2006-05-24,13.17,13.18,12.42,12.515,17331,USD
2006-05-25,12.48,12.77,12.34,12.6,14620,USD
2006-05-26,12.615,12.74,12.42,12.73,11182,USD
2006-05-30,12.71,13.36,12.66,13.07,17201,USD
2006-05-31,13.03,13.125,12.28,12.455,20852,USD
2006-06-01,12.48,12.58,11.55,11.905,22286,USD
2006-06-02,11.93,12.26,11.75,12.085,12098,USD
2006-06-05,12.11,12.39,12.05,12.295,8417,USD
2006-06-06,12.295,12.295,11.58,11.845,16209,USD
2006-06-07,11.845,11.93,11.35,11.89,19810,USD
2006-06-08,11.9,11.97,11.05,11.075,22416,USD
2006-06-09,11.105,11.51,11.06,11.21,15269,USD
2006-06-12,11.15,11.285,10.96,11.065,15808,USD
2006-06-13,11.045,11.085,9.6,9.625,35529,USD
2006-06-14,9.63,10.06,9.45,9.735,19333,USD
2006-06-15,9.65,10.24,9.5,9.97,19036,USD
2006-06-16,9.96,10.37,9.77,10.13,13562,USD
2006-06-19,10.2,10.21,9.82,9.97,7134,USD
2006-06-20,9.875,10.28,9.785,10.27,12296,USD
2006-06-21,10.25,10.48,10.12,10.42,14836,USD
2006-06-22,10.47,10.655,10.16,10.21,13188,USD
2006-06-23,10.205,10.32,9.96,10.285,13339,USD
2006-06-26,10.3,10.37,10.02,10.24,15657,USD
2006-06-27,10.18,10.62,10.18,10.195,24442,USD
2006-06-28,10.21,10.32,10.05,10.155,22300,USD
2006-06-29,10.24,10.6,10.215,10.42,18095,USD
2006-06-30,10.4,11.13,10.4,11.0,0,USD
2006-07-03,10.92,10.92,10.92,10.92,15149,USD
2006-07-05,11.29,11.46,11.2,11.415,11652,USD
2006-07-06,11.4,11.64,11.26,11.585,8059,USD
2006-07-07,11.58,11.62,11.33,11.405,9602,USD
2006-07-10,11.34,11.41,10.93,11.11,10566,USD
2006-07-11,11.08,11.6,11.03,11.55,11113,USD
2006-07-12,11.535,11.82,11.35,11.555,16678,USD
2006-07-13,11.545,11.745,11.37,11.485,10905,USD
2006-07-14,11.53,11.76,11.5,11.53,10740,USD
2006-07-17,11.535,11.775,11.05,11.09,14262,USD
2006-07-18,11.07,11.22,10.48,10.525,15983,USD
2006-07-19,10.53,11.19,10.465,11.125,16316,USD
2006-07-20,11.13,11.35,11.0,11.065,11739,USD
2006-07-21,11.05,11.31,10.76,10.845,14085,USD
2006-07-24,10.845,10.96,10.68,10.92,10931,USD
2006-07-25,10.89,11.08,10.8,10.945,8851,USD
2006-07-26,10.955,11.11,10.87,11.08,8683,USD
2006-07-27,11.08,11.52,11.08,11.39,14095,USD
2006-07-28,11.39,11.455,11.32,11.365,5966,USD
2006-07-31,11.43,11.58,11.25,11.37,12656,USD
2006-08-01,11.4,11.81,11.33,11.74,13324,USD
2006-08-02,11.75,12.29,11.75,12.245,21213,USD
2006-08-03,12.24,12.27,12.01,12.09,12729,USD
2006-08-04,12.085,12.65,12.06,12.485,13561,USD
2006-08-07,12.45,12.54,12.18,12.265,10568,USD
2006-08-08,12.26,12.39,12.11,12.26,12479,USD
2006-08-09,12.26,12.665,11.985,12.57,15696,USD
2006-08-10,12.56,12.7,12.07,12.105,15208,USD
2006-08-11,12.11,12.39,11.77,11.885,14629,USD
2006-08-14,11.9,12.24,11.75,12.16,9231,USD
2006-08-15,12.16,12.16,11.85,12.085,8236,USD
2006-08-16,12.08,12.44,12.07,12.285,10873,USD
2006-08-17,12.29,12.42,11.98,11.995,12578,USD
2006-08-18,11.98,12.14,11.86,12.03,10305,USD
2006-08-21,12.1,12.45,12.04,12.345,11545,USD
2006-08-22,12.35,12.435,12.03,12.265,10606,USD
2006-08-23,12.265,12.68,12.2,12.515,17142,USD
2006-08-24,12.495,12.605,12.28,12.31,15993,USD
2006-08-25,12.33,12.445,12.2,12.37,13648,USD
2006-08-28,12.415,12.465,11.96,12.025,16550,USD
2006-08-29,12.03,12.2,11.85,12.15,18431,USD
2006-08-30,12.32,12.68,12.32,12.67,22439,USD
2006-08-31,12.67,13.08,12.62,13.03,16094,USD
2006-09-01,13.02,13.1,12.82,13.07,16094,USD
2006-09-04,13.09,13.17,13.035,13.17,9388,USD
2006-09-05,13.17,13.37,13.035,13.14,13917,USD
2006-09-06,13.145,13.35,13.05,13.2,13069,USD
2006-09-07,13.2,13.25,12.51,12.695,16842,USD
2006-09-08,12.72,12.8,12.09,12.295,14084,USD
2006-09-11,12.27,12.32,11.2,11.24,24314,USD
2006-09-12,11.28,11.52,11.08,11.14,13660,USD
2006-09-13,11.155,11.42,10.99,11.2,14211,USD
2006-09-14,11.23,11.515,10.88,10.95,16839,USD
2006-09-15,10.94,11.05,10.55,10.875,14686,USD
2006-09-18,10.88,11.32,10.85,11.29,11571,USD
2006-09-19,11.3,11.32,10.91,10.945,11743,USD
2006-09-20,10.945,11.255,10.815,11.14,9840,USD
2006-09-21,11.135,11.29,10.92,11.245,8656,USD
2006-09-22,11.26,11.55,11.165,11.31,9141,USD
2006-09-25,11.305,11.37,11.13,11.325,7794,USD
2006-09-26,11.32,11.58,11.18,11.495,12684,USD
2006-09-27,11.48,11.82,11.44,11.7,9573,USD
2006-09-28,11.73,11.86,11.615,11.735,8517,USD
2006-09-29,11.67,11.75,11.32,11.54,9140,USD
2006-10-02,11.54,11.835,11.52,11.64,8369,USD
2006-10-03,11.64,11.65,11.01,11.045,10747,USD
2006-10-04,10.98,11.06,10.65,10.795,14153,USD
2006-10-05,10.825,11.22,10.73,11.07,8046,USD
2006-10-06,11.07,11.21,10.87,11.175,7217,USD
2006-10-09,11.21,11.55,11.16,11.42,6259,USD
2006-10-10,11.405,11.495,11.15,11.22,7905,USD
2006-10-11,11.24,11.54,11.13,11.33,9548,USD
2006-10-12,11.32,11.455,11.2,11.38,6265,USD
2006-10-13,11.39,11.725,11.33,11.68,8555,USD
2006-10-16,11.69,11.95,11.65,11.91,10712,USD
2006-10-17,11.905,11.98,11.63,11.78,12156,USD
2006-10-18,11.78,11.98,11.74,11.82,8860,USD
2006-10-19,11.83,12.17,11.66,12.16,13420,USD
2006-10-20,12.155,12.17,11.88,11.965,7137,USD
2006-10-23,11.925,11.98,11.65,11.67,8191,USD
2006-10-24,11.675,11.9,11.35,11.85,14293,USD
2006-10-25,11.835,11.995,11.735,11.89,7508,USD
2006-10-26,11.895,12.28,11.885,12.24,17183,USD
2006-10-27,12.23,12.24,12.04,12.08,6780,USD
2006-10-30,12.095,12.3,12.07,12.25,8334,USD
2006-10-31,12.22,12.31,11.98,12.27,14637,USD
2006-11-01,12.285,12.59,12.26,12.475,14358,USD
2006-11-02,12.515,12.67,12.385,12.65,10636,USD
2006-11-03,12.57,12.73,12.36,12.635,9479,USD
2006-11-06,12.65,12.8,12.52,12.76,10171,USD
2006-11-07,12.695,12.77,12.58,12.675,12245,USD
2006-11-08,12.54,12.74,12.5,12.55,12037,USD
2006-11-09,12.68,13.09,12.44,13.05,13692,USD
2006-11-10,13.01,13.22,12.88,13.115,14337,USD
2006-11-13,13.07,13.155,12.71,12.885,12709,USD
2006-11-14,12.9,13.05,12.75,12.89,12727,USD
2006-11-15,12.88,12.97,12.5,12.945,14112,USD
2006-11-16,12.94,13.17,12.885,12.945,13419,USD
2006-11-17,12.9,12.925,12.6,12.8,13402,USD
2006-11-20,12.82,13.0,12.725,12.74,10637,USD
2006-11-21,12.76,13.1,12.73,13.085,18970,USD
2006-11-22,13.09,13.25,13.0,13.04,15472,USD
2006-11-27,13.065,13.585,13.045,13.49,26307,USD
2006-11-28,13.505,13.66,13.42,13.62,19892,USD
2006-11-29,13.79,14.0,13.73,13.76,19351,USD
2006-11-30,13.76,14.19,13.725,14.115,12348,USD
2006-12-01,14.1,14.25,14.03,14.19,8356,USD
2006-12-04,14.2,14.29,14.13,14.245,10099,USD
2006-12-05,14.275,14.37,13.9,14.025,15140,USD
2006-12-06,13.96,14.01,13.71,13.795,15609,USD
2006-12-07,13.75,14.095,13.61,14.035,15519,USD
2006-12-08,14.055,14.16,13.8,13.895,15510,USD
2006-12-11,13.85,14.045,13.725,14.025,9573,USD
2006-12-12,14.005,14.06,13.94,13.98,8322,USD
2006-12-13,14.025,14.035,13.725,13.915,11655,USD
2006-12-14,13.95,14.03,13.88,13.95,8134,USD
2006-12-15,13.93,13.98,12.905,12.98,26672,USD
